epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,72810.6,0.3692,0.33367,0.88658,0.66761,0.69768,0.75203,0.64829,0.84297,1.51981,1.42166,0.000209037,0.000209037,0.000209037
178,73201.8,0.36802,0.33484,0.88695,0.66772,0.69872,0.75194,0.64864,0.84284,1.52265,1.42328,0.000204075,0.000204075,0.000204075
179,73595.8,0.36424,0.33156,0.88538,0.66765,0.69861,0.75121,0.64793,0.84225,1.52419,1.42434,0.000199159,0.000199159,0.000199159
180,73988.3,0.36381,0.32839,0.8845,0.66731,0.69772,0.75188,0.64878,0.84192,1.52729,1.42565,0.000194293,0.000194293,0.000194293
181,74383.6,0.36399,0.33055,0.88308,0.66694,0.6992,0.75135,0.64846,0.84213,1.53077,1.42711,0.000189475,0.000189475,0.000189475
182,74775.2,0.36308,0.32888,0.88379,0.66958,0.69377,0.75165,0.64909,0.84214,1.53299,1.42892,0.000184707,0.000184707,0.000184707
183,75169.7,0.35902,0.3266,0.88296,0.66936,0.69293,0.75185,0.64963,0.84197,1.53568,1.43063,0.00017999,0.00017999,0.00017999
184,75562.7,0.36016,0.32523,0.88454,0.66699,0.69712,0.75185,0.64952,0.84151,1.53688,1.43219,0.000175324,0.000175324,0.000175324
185,75954.5,0.35799,0.32616,0.88227,0.6686,0.6955,0.75152,0.64916,0.84156,1.53737,1.43449,0.00017071,0.00017071,0.00017071
186,76347.5,0.3571,0.3258,0.8813,0.66703,0.69636,0.75186,0.64983,0.84011,1.53839,1.43364,0.000166149,0.000166149,0.000166149
187,76740.6,0.35914,0.32719,0.88429,0.66598,0.69889,0.7521,0.65046,0.84049,1.54046,1.43685,0.000161642,0.000161642,0.000161642
188,77136.1,0.35531,0.32453,0.88303,0.66967,0.69069,0.75232,0.65096,0.83928,1.5442,1.43592,0.000157188,0.000157188,0.000157188
189,77527.9,0.35801,0.32446,0.88389,0.66558,0.69713,0.75243,0.65143,0.83914,1.54757,1.43738,0.00015279,0.00015279,0.00015279
190,77920.6,0.35423,0.32564,0.88125,0.66777,0.69413,0.75227,0.65136,0.8389,1.55091,1.43857,0.000148447,0.000148447,0.000148447
191,78313.4,0.35416,0.32274,0.88232,0.66739,0.69495,0.75205,0.65132,0.83901,1.55383,1.43994,0.000144161,0.000144161,0.000144161
192,78709,0.35183,0.32253,0.88088,0.6657,0.69667,0.75137,0.65058,0.83907,1.55652,1.44135,0.000139931,0.000139931,0.000139931
193,83492.5,0.35237,0.32173,0.88051,0.66469,0.69738,0.75119,0.65057,0.83913,1.55902,1.44261,0.000135759,0.000135759,0.000135759
194,83875.9,0.35042,0.32064,0.87947,0.66488,0.69587,0.75131,0.65134,0.83846,1.56376,1.44271,0.000131646,0.000131646,0.000131646
195,84259.8,0.35223,0.32166,0.87998,0.66603,0.69501,0.74987,0.65009,0.83813,1.56829,1.44297,0.000127591,0.000127591,0.000127591
196,84641.5,0.34897,0.31849,0.87818,0.6661,0.69577,0.75046,0.6504,0.83749,1.57053,1.44336,0.000123596,0.000123596,0.000123596
