                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 0.9376,                0.72613,                 1.1911,                0.88045,                0.84146,                0.89711,                0.61748,                0.99885,                0.55982,                 1.1487,             0.00015071,             0.00015071,             0.00015071
                    152,                0.93858,                0.72185,                 1.1917,                0.88172,                0.84138,                0.89745,                0.61784,                0.99827,                0.55932,                 1.1484,             0.00014523,             0.00014523,             0.00014523
                    153,                0.93754,                0.71985,                 1.1881,                0.88265,                0.84102,                0.89752,                0.61852,                0.99743,                0.55884,                 1.1481,             0.00013984,             0.00013984,             0.00013984
                    154,                0.93847,                0.72253,                 1.1898,                0.88266,                0.84156,                0.89826,                0.61913,                 0.9966,                0.55829,                 1.1476,             0.00013453,             0.00013453,             0.00013453
                    155,                0.93024,                0.72055,                 1.1887,                0.88206,                0.84154,                0.89802,                0.61889,                0.99575,                0.55801,                 1.1472,             0.00012932,             0.00012932,             0.00012932
                    156,                0.93735,                0.72578,                 1.1908,                0.88305,                0.84122,                0.89786,                0.61935,                0.99498,                0.55742,                 1.1467,              0.0001242,              0.0001242,              0.0001242
                    157,                0.93114,                 0.7135,                 1.1857,                0.88296,                0.84102,                0.89835,                0.61976,                0.99418,                0.55707,                 1.1463,             0.00011917,             0.00011917,             0.00011917
                    158,                0.93485,                0.71923,                 1.1881,                0.88392,                0.84091,                0.89795,                 0.6204,                0.99336,                0.55659,                 1.1458,             0.00011424,             0.00011424,             0.00011424
                    159,                 0.9355,                0.71989,                 1.1892,                0.88596,                0.84072,                0.89825,                0.62048,                0.99275,                0.55613,                 1.1456,              0.0001094,              0.0001094,              0.0001094
                    160,                0.93256,                0.71968,                  1.189,                0.88578,                0.84094,                0.89847,                 0.6206,                0.99206,                0.55582,                 1.1451,             0.00010466,             0.00010466,             0.00010466
                    161,                0.92864,                0.71488,                 1.1842,                0.88669,                0.84166,                  0.899,                0.62098,                0.99128,                0.55531,                 1.1447,             0.00010001,             0.00010001,             0.00010001
                    162,                0.93157,                0.71333,                 1.1856,                0.88772,                0.83946,                0.89898,                0.62119,                 0.9906,                0.55513,                 1.1444,             9.5471e-05,             9.5471e-05,             9.5471e-05
                    163,                 0.9233,                0.71135,                 1.1813,                0.88939,                0.83988,                0.89923,                0.62225,                0.99022,                0.55451,                 1.1442,             9.1027e-05,             9.1027e-05,             9.1027e-05
                    164,                0.91451,                0.69951,                 1.1761,                0.89011,                0.84055,                0.89928,                0.62234,                0.98961,                0.55427,                 1.1439,             8.6686e-05,             8.6686e-05,             8.6686e-05
                    165,                0.92546,                0.71078,                 1.1862,                0.89052,                0.84083,                0.89898,                0.62266,                0.98891,                0.55368,                 1.1436,             8.2447e-05,             8.2447e-05,             8.2447e-05
                    166,                0.91932,                  0.707,                 1.1804,                0.89102,                0.84028,                0.89928,                0.62279,                0.98844,                0.55344,                 1.1434,             7.8312e-05,             7.8312e-05,             7.8312e-05
                    167,                0.92427,                0.71358,                 1.1815,                0.89142,                0.84027,                0.89863,                0.62327,                0.98789,                0.55304,                  1.143,             7.4281e-05,             7.4281e-05,             7.4281e-05
                    168,                0.92425,                0.70916,                 1.1812,                0.89178,                0.84024,                0.89889,                0.62337,                0.98751,                0.55269,                 1.1428,             7.0356e-05,             7.0356e-05,             7.0356e-05
                    169,                 0.9174,                0.70339,                 1.1765,                0.89116,                0.84022,                0.89856,                0.62374,                0.98699,                0.55246,                 1.1426,             6.6537e-05,             6.6537e-05,             6.6537e-05
                    170,                0.91931,                0.70718,                  1.181,                0.89115,                0.84152,                 0.8989,                0.62391,                0.98657,                0.55213,                 1.1423,             6.2827e-05,             6.2827e-05,             6.2827e-05
                    171,                0.91466,                0.70173,                 1.1768,                0.89055,                0.84215,                0.89915,                0.62394,                0.98595,                0.55178,                  1.142,             5.9224e-05,             5.9224e-05,             5.9224e-05
                    172,                0.92014,                0.70872,                 1.1837,                0.89034,                0.84165,                0.89888,                0.62444,                0.98553,                 0.5515,                 1.1418,             5.5731e-05,             5.5731e-05,             5.5731e-05
                    173,                0.91903,                0.70518,                 1.1785,                0.88966,                0.84283,                0.89914,                0.62506,                0.98516,                0.55105,                 1.1417,             5.2349e-05,             5.2349e-05,             5.2349e-05
                    174,                0.91797,                0.70165,                  1.181,                0.88968,                0.84127,                0.89854,                0.62542,                0.98458,                0.55052,                 1.1414,             4.9077e-05,             4.9077e-05,             4.9077e-05
                    175,                0.91483,                0.69959,                 1.1766,                0.88764,                0.84232,                0.89859,                0.62552,                0.98404,                0.55032,                 1.1411,             4.5917e-05,             4.5917e-05,             4.5917e-05
                    176,                0.91423,                0.70221,                 1.1784,                0.88738,                0.84235,                0.89852,                 0.6262,                0.98338,                0.54989,                 1.1407,              4.287e-05,              4.287e-05,              4.287e-05
                    177,                0.92168,                0.70621,                 1.1829,                  0.887,                0.84242,                0.89856,                 0.6263,                0.98296,                0.54963,                 1.1404,             3.9936e-05,             3.9936e-05,             3.9936e-05
                    178,                0.91176,                0.69926,                 1.1731,                0.88668,                0.84311,                0.89884,                 0.6264,                0.98222,                0.54922,                   1.14,             3.7117e-05,             3.7117e-05,             3.7117e-05
                    179,                0.91333,                0.70135,                 1.1766,                0.88694,                0.84336,                0.89881,                0.62667,                0.98155,                0.54894,                 1.1396,             3.4412e-05,             3.4412e-05,             3.4412e-05
                    180,                 0.9032,                0.68802,                 1.1667,                0.88773,                 0.8436,                 0.8987,                0.62738,                0.98123,                0.54864,                 1.1394,             3.1823e-05,             3.1823e-05,             3.1823e-05
                    181,                 0.7968,                0.45597,                 1.1279,                0.88743,                0.84334,                0.89853,                 0.6279,                0.98064,                0.54829,                 1.1392,             2.9349e-05,             2.9349e-05,             2.9349e-05
                    182,                0.78844,                0.44551,                 1.1224,                0.88142,                0.84834,                0.89855,                0.62791,                0.98033,                0.54819,                 1.1391,             2.6993e-05,             2.6993e-05,             2.6993e-05
                    183,                0.77463,                0.43737,                 1.1129,                0.88075,                0.84896,                0.89857,                 0.6277,                0.97983,                0.54798,                 1.1388,             2.4754e-05,             2.4754e-05,             2.4754e-05
                    184,                0.77497,                0.43625,                  1.114,                0.88101,                 0.8499,                0.89876,                0.62811,                0.97928,                0.54772,                 1.1385,             2.2633e-05,             2.2633e-05,             2.2633e-05
                    185,                0.76956,                0.43263,                 1.1074,                0.88231,                 0.8499,                0.89893,                0.62809,                 0.9787,                0.54743,                 1.1383,              2.063e-05,              2.063e-05,              2.063e-05
                    186,                0.77115,                0.43551,                 1.1132,                0.88297,                0.84965,                0.89903,                0.62845,                0.97809,                0.54734,                  1.138,             1.8746e-05,             1.8746e-05,             1.8746e-05
                    187,                0.76975,                0.43275,                 1.1097,                0.88159,                0.84988,                0.89884,                0.62845,                0.97759,                0.54691,                 1.1378,             1.6981e-05,             1.6981e-05,             1.6981e-05
